Disaster_Number,IH_Program_Declared,IA_Program_Declared,PA_Program_Declared,HM_Program_Declared,State_Name,Declaration_Date,Disaster_Type,Incident_Type,Title,Incident_Begin_Date,Incident_End_Date,Disaster_Close_Out_Date,Place_Code,County,Declaration_Request_Number
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99083,Houston ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99085,Humphreys ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99087,Jackson ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99089,Jefferson ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99091,Johnson ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99093,Knox ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99095,Lake ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99097,Lauderdale ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99099,Lawrence ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99101,Lewis ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99103,Lincoln ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99105,Loudon ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99107,McMinn ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99109,McNairy ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99111,Macon ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99113,Madison ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99115,Marion ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99117,Marshall ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99119,Maury ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99121,Meigs ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99123,Monroe ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99125,Montgomery ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99127,Moore ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99129,Morgan ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99131,Obion ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99133,Overton ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99135,Perry ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99137,Pickett ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99139,Polk ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99141,Putnam ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99143,Rhea ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99145,Roane ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99147,Robertson ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99149,Rutherford ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99151,Scott ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99153,Sequatchie ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99155,Sevier ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99157,Shelby ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99159,Smith ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99161,Stewart ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99163,Sullivan ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99165,Sumner ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99167,Tipton ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99169,Trousdale ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99171,Unicoi ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99173,Union ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99175,Van Buren ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99177,Warren ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99179,Washington ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99181,Wayne ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99183,Weakley ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99185,White ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99187,Williamson ,5087
3217,No,No,Yes,No,TN,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,7/3/2012,99189,Wilson ,5087
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99001,Alamance ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99003,Alexander ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99005,Alleghany ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99007,Anson ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99009,Ashe ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99011,Avery ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99013,Beaufort ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99015,Bertie ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99017,Bladen ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99019,Brunswick ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99021,Buncombe ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99023,Burke ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99025,Cabarrus ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99027,Caldwell ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99029,Camden ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99031,Carteret ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99033,Caswell ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99035,Catawba ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99037,Chatham ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99039,Cherokee ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99041,Chowan ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99043,Clay ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99045,Cleveland ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99047,Columbus ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99049,Craven ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99051,Cumberland ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99053,Currituck ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99055,Dare ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99057,Davidson ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99059,Davie ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99061,Duplin ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99063,Durham ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99065,Edgecombe ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99067,Forsyth ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99069,Franklin ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99071,Gaston ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99073,Gates ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99075,Graham ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99077,Granville ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99079,Greene ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99081,Guilford ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99083,Halifax ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99085,Harnett ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99087,Haywood ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99089,Henderson ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99091,Hertford ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99093,Hoke ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99095,Hyde ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99097,Iredell ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99099,Jackson ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99101,Johnston ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99103,Jones ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99105,Lee ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99107,Lenoir ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99109,Lincoln ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99111,McDowell ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99113,Macon ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99115,Madison ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99117,Martin ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99119,Mecklenburg ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99121,Mitchell ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99123,Montgomery ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99125,Moore ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99127,Nash ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99129,New Hanover ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99131,Northampton ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99133,Onslow ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99135,Orange ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99137,Pamlico ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99139,Pasquotank ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99141,Pender ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99143,Perquimans ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99145,Person ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99147,Pitt ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99149,Polk ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99151,Randolph ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99153,Richmond ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99155,Robeson ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99157,Rockingham ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99159,Rowan ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99161,Rutherford ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99163,Sampson ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99165,Scotland ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99167,Stanly ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99169,Stokes ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99171,Surry ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99173,Swain ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99175,Transylvania ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99177,Tyrrell ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99179,Union ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99181,Vance ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99183,Wake ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99185,Warren ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99187,Washington ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99189,Watauga ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99191,Wayne ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99193,Wilkes ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99195,Wilson ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99197,Yadkin ,5092
3222,No,No,Yes,No,NC,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/29/2005,10/1/2005,9/28/2010,99199,Yancey ,5092
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99001,Appling ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99003,Atkinson ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99005,Bacon ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99007,Baker ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99009,Baldwin ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99011,Banks ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99013,Barrow ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99015,Bartow ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99017,Ben Hill ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99019,Berrien ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99021,Bibb ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99023,Bleckley ,5088
3218,No,No,Yes,No,GA,9/5/2005,EM,Hurricane,HURRICANE KATRINA EVACUATION,8/27/2005,10/1/2005,4/19/2018,99025,Brantley ,5088
